------------------------------------------------------------------- 
Name: 1 
Date: 2018-04-13 
Number of Terminations: 32 
Number of Bifurcations: 80 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminations : 
------------------------------------------------------------------- 
X          Y     Angle 
230 	  15 	 2.09 
119 	  28 	 -2.62 
139 	  29 	 0.00 
 82 	  31 	 0.79 
105 	  45 	 -2.62 
112 	  45 	 0.79 
120 	  57 	 0.52 
119 	  67 	 0.52 
258 	  67 	 -2.36 
114 	  71 	 -2.62 
 65 	  79 	 0.79 
211 	  87 	 0.00 
 60 	  96 	 0.79 
200 	  96 	 3.14 
207 	  97 	 -0.52 
215 	 105 	 0.00 
263 	 111 	 -1.57 
 56 	 112 	 1.05 
 55 	 125 	 1.05 
148 	 139 	 -2.36 
 51 	 144 	 1.05 
NaN 	 NaN 	 NaN 
199 	 156 	 3.14 
 52 	 158 	 0.79 
210 	 159 	 -0.79 
NaN 	 NaN 	 NaN 
NaN 	 NaN 	 NaN 
 68 	 168 	 -2.09 
 50 	 175 	 0.79 
203 	 187 	 -0.79 
146 	 197 	 1.05 
 42 	 206 	 -2.36 
------------------------------------------------------------------- 
Bifurcations : 
------------------------------------------------------------------- 
X          Y     Angle 1     Angle 2    Angle 3 
 91 	  25 	 -2.62 	 	 NaN 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 NaN 	 	 0.00 
 94 	  32 	 -2.36 	 	 2.09 	 	 0.00 
208 	  32 	 2.62 	 	 -2.09 	 	 0.00 
240 	  32 	 3.14 	 	 -1.57 	 	 0.79 
 86 	  48 	 -2.36 	 	 2.09 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
112 	  53 	 3.14 	 	 -1.57 	 	 0.79 
267 	  56 	 3.14 	 	 -2.36 	 	 0.00 
 75 	  68 	 -2.36 	 	 1.57 	 	 0.52 
267 	  72 	 -2.62 	 	 1.57 	 	 0.00 
178 	  74 	 2.62 	 	 -1.57 	 	 0.52 
204 	  76 	 2.62 	 	 -1.57 	 	 0.52 
262 	  77 	 -2.62 	 	 1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
227 	  80 	 3.14 	 	 1.57 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
232 	  93 	 2.36 	 	 -1.57 	 	 0.00 
231 	  99 	 -2.62 	 	 1.57 	 	 -0.52 
239 	 102 	 -2.62 	 	 1.05 	 	 -0.52 
 64 	 104 	 -2.62 	 	 1.05 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
187 	 109 	 2.36 	 	 -1.57 	 	 0.52 
 75 	 113 	 2.62 	 	 -2.09 	 	 0.79 
154 	 129 	 -2.62 	 	 0.79 	 	 -0.79 
188 	 134 	 2.62 	 	 -2.09 	 	 0.52 
163 	 144 	 2.36 	 	 -2.36 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 56 	 153 	 -2.36 	 	 1.57 	 	 -0.79 
 98 	 153 	 -2.62 	 	 -1.05 	 	 0.79 
151 	 164 	 -2.36 	 	 2.09 	 	 0.00 
163 	 179 	 3.14 	 	 -1.05 	 	 0.79 
186 	 179 	 -2.62 	 	 0.79 	 	 -0.79 
180 	 185 	 -2.36 	 	 1.05 	 	 -0.52 
267 	 189 	 2.62 	 	 -1.57 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
176 	 192 	 -2.36 	 	 1.57 	 	 0.00 
 91 	 196 	 -2.36 	 	 1.05 	 	 0.00 
 50 	 198 	 2.36 	 	 -2.09 	 	 0.52 
267 	 199 	 3.14 	 	 1.05 	 	 -0.79 
