------------------------------------------------------------------- 
Name: 93 
Date: 2018-04-19 
Number of Terminations: 46 
Number of Bifurcations: 80 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminations : 
------------------------------------------------------------------- 
X          Y     Angle 
237 	  29 	 2.62 
253 	  49 	 2.36 
 80 	  53 	 1.57 
187 	  53 	 0.00 
180 	  55 	 -2.62 
 79 	  67 	 1.05 
123 	  69 	 0.79 
272 	  69 	 -0.52 
NaN 	 NaN 	 NaN 
 73 	  70 	 -2.09 
157 	  73 	 -2.62 
 84 	  82 	 -2.36 
 63 	  85 	 0.79 
 76 	  94 	 0.79 
233 	  97 	 3.14 
 71 	  98 	 -1.57 
 96 	  99 	 -2.09 
239 	 100 	 -0.79 
 77 	 104 	 1.05 
 59 	 105 	 1.05 
246 	 107 	 2.09 
 72 	 109 	 -2.09 
 91 	 110 	 1.57 
112 	 113 	 0.79 
 86 	 114 	 -2.36 
 59 	 117 	 1.05 
225 	 131 	 3.14 
 50 	 136 	 0.79 
249 	 148 	 1.57 
 51 	 151 	 1.05 
115 	 156 	 -2.36 
128 	 169 	 -2.09 
NaN 	 NaN 	 NaN 
 48 	 170 	 0.79 
115 	 177 	 0.79 
178 	 179 	 0.00 
 46 	 184 	 0.52 
260 	 185 	 0.52 
187 	 191 	 1.05 
NaN 	 NaN 	 NaN 
 46 	 198 	 1.05 
NaN 	 NaN 	 NaN 
 46 	 210 	 1.05 
 46 	 225 	 1.05 
 48 	 239 	 2.36 
141 	 257 	 -2.09 
------------------------------------------------------------------- 
Bifurcations : 
------------------------------------------------------------------- 
X          Y     Angle 1     Angle 2    Angle 3 
131 	  12 	 -2.36 	 	 NaN 	 	 0.52 
146 	  12 	 2.36 	 	 NaN 	 	 0.00 
189 	  13 	 -2.62 	 	 NaN 	 	 0.00 
180 	  17 	 3.14 	 	 -1.05 	 	 0.52 
170 	  18 	 -2.62 	 	 2.09 	 	 0.00 
210 	  19 	 -2.62 	 	 1.57 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 97 	  31 	 -2.36 	 	 2.09 	 	 0.52 
211 	  31 	 2.62 	 	 -1.57 	 	 0.52 
182 	  33 	 3.14 	 	 1.57 	 	 -0.52 
122 	  36 	 2.36 	 	 -2.09 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
231 	  37 	 2.36 	 	 -1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
218 	  46 	 3.14 	 	 1.57 	 	 -0.52 
229 	  48 	 -2.62 	 	 1.57 	 	 -0.52 
 88 	  56 	 -2.62 	 	 1.05 	 	 -0.79 
 94 	  62 	 2.62 	 	 -2.09 	 	 0.52 
279 	  70 	 3.14 	 	 -1.57 	 	 0.79 
139 	  76 	 -2.62 	 	 1.57 	 	 0.52 
281 	  77 	 2.09 	 	 -1.57 	 	 0.00 
258 	  81 	 3.14 	 	 -1.05 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
255 	 107 	 2.36 	 	 -2.09 	 	 0.52 
 69 	 116 	 -2.36 	 	 1.05 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
161 	 121 	 -2.62 	 	 1.57 	 	 -0.52 
 82 	 126 	 -2.36 	 	 2.09 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
178 	 134 	 3.14 	 	 -2.09 	 	 0.79 
172 	 138 	 -2.36 	 	 1.57 	 	 0.00 
194 	 138 	 2.36 	 	 3.14 	 	 0.00 
261 	 146 	 2.62 	 	 -2.36 	 	 0.00 
207 	 149 	 2.62 	 	 2.09 	 	 0.00 
110 	 151 	 3.14 	 	 -2.36 	 	 1.05 
256 	 157 	 -2.36 	 	 1.57 	 	 -0.79 
171 	 158 	 -2.62 	 	 1.57 	 	 -0.52 
251 	 161 	 2.36 	 	 -1.05 	 	 0.52 
158 	 170 	 3.14 	 	 -2.36 	 	 1.05 
178 	 170 	 3.14 	 	 -2.09 	 	 0.79 
189 	 173 	 -2.62 	 	 1.57 	 	 0.00 
171 	 174 	 -2.36 	 	 1.57 	 	 0.00 
264 	 174 	 3.14 	 	 -1.05 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
148 	 183 	 -2.36 	 	 0.79 	 	 -0.79 
199 	 183 	 -2.62 	 	 -2.09 	 	 0.00 
188 	 185 	 3.14 	 	 -1.57 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
176 	 190 	 3.14 	 	 -2.09 	 	 0.52 
264 	 195 	 3.14 	 	 1.05 	 	 -0.79 
169 	 196 	 -2.36 	 	 2.09 	 	 0.00 
191 	 199 	 -2.62 	 	 1.57 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
178 	 205 	 3.14 	 	 -1.57 	 	 0.52 
171 	 211 	 -2.36 	 	 1.57 	 	 0.00 
187 	 215 	 3.14 	 	 1.05 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
197 	 228 	 3.14 	 	 1.57 	 	 -1.05 
171 	 230 	 -2.36 	 	 1.57 	 	 -0.52 
234 	 233 	 -2.36 	 	 1.57 	 	 -0.52 
247 	 235 	 2.36 	 	 -1.57 	 	 0.52 
186 	 240 	 2.62 	 	 -1.57 	 	 0.52 
179 	 241 	 3.14 	 	 1.57 	 	 0.52 
172 	 246 	 -2.62 	 	 1.05 	 	 -0.79 
 52 	 247 	 -2.36 	 	 2.09 	 	 0.00 
176 	 251 	 -2.36 	 	 2.09 	 	 -0.52 
167 	 254 	 -2.09 	 	 1.57 	 	 0.00 
 41 	 258 	 3.14 	 	 1.05 	 	 -1.05 
111 	 264 	 -2.62 	 	 -1.05 	 	 0.79 
242 	 267 	 3.14 	 	 1.57 	 	 -0.79 
236 	 269 	 2.09 	 	 -1.57 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
176 	 274 	 3.14 	 	 -1.57 	 	 1.05 
103 	 276 	 -2.62 	 	 1.05 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
193 	 285 	 2.09 	 	 -1.57 	 	 0.79 
